Date,Value (USD per troy ounce)
10/19/2018,14.6204505
10/20/2018,14.63421452
10/21/2018,14.65027916
10/22/2018,14.57949105
10/23/2018,14.74826975
10/24/2018,14.67692804
10/25/2018,14.62953556
10/26/2018,14.67371098
10/27/2018,14.7057753
10/28/2018,14.69947511
10/29/2018,14.47749824
10/30/2018,14.45812275
10/31/2018,14.26259306
11/1/2018,14.74401477
11/2/2018,14.73333953
11/3/2018,14.74353039
11/4/2018,14.75437869
11/5/2018,14.64382198
11/6/2018,14.53960045
11/7/2018,14.56912452
11/8/2018,14.4285478
11/9/2018,14.15599517
11/10/2018,14.15649281
11/11/2018,14.18801561
11/12/2018,14.00505447
11/13/2018,14.0167827
11/14/2018,14.13831278
11/15/2018,14.29132125
11/16/2018,14.41035891
11/17/2018,14.41035891
11/18/2018,14.41673252
11/19/2018,14.42585108
11/20/2018,14.31980395
11/21/2018,14.49083044
11/22/2018,14.49032223
11/23/2018,14.27047959
11/24/2018,14.28576837
11/25/2018,14.30726614
11/26/2018,14.24299972
11/27/2018,14.15091405
11/28/2018,14.32032773
11/29/2018,14.30783321
11/30/2018,14.17515013
12/1/2018,14.1772261
12/2/2018,14.23675916
12/3/2018,14.39047679
12/4/2018,14.52897209
12/5/2018,14.50028974
12/6/2018,14.46983887
12/7/2018,14.62150686
12/8/2018,14.62376133
12/9/2018,14.61093918
12/10/2018,14.53252929
12/11/2018,14.55813833
12/12/2018,14.73867137
12/13/2018,14.74982178
12/14/2018,14.56419857
12/15/2018,14.56329803
12/16/2018,14.56552743
12/17/2018,14.66496251
12/18/2018,14.6401433
12/19/2018,14.61548504
12/20/2018,14.77266585
12/21/2018,14.61834707
12/22/2018,14.62753791
12/23/2018,14.66502624
12/24/2018,14.75987073
12/25/2018,14.75583193
12/26/2018,15.03933031
12/27/2018,15.2253999
12/28/2018,15.37032979
12/29/2018,15.3855397
12/30/2018,15.37702268
12/31/2018,15.47467616
1/1/2019,15.4531889
1/2/2019,15.49950134
1/3/2019,15.74250387
1/4/2019,15.69363997
1/5/2019,15.69496029
1/6/2019,15.70249919
1/7/2019,15.65597054
1/8/2019,15.66681417
1/9/2019,15.74384224
1/10/2019,15.57766077
1/11/2019,15.59615253
1/12/2019,15.59522895
1/13/2019,15.60277336
1/14/2019,15.65079555
1/15/2019,15.58668729
1/16/2019,15.59087008
1/17/2019,15.53381813
1/18/2019,15.33212985
1/19/2019,15.33820199
1/20/2019,15.3439645
1/21/2019,15.25215997
1/22/2019,15.33464197
1/23/2019,15.3632946
1/24/2019,15.31885463
1/25/2019,15.74849608
1/26/2019,15.75074509
1/27/2019,15.72945835
1/28/2019,15.75181722
1/29/2019,15.83685189
1/30/2019,16.05901377
1/31/2019,16.05484239
2/1/2019,15.90981545
2/2/2019,15.90922324
2/3/2019,15.90717464
2/4/2019,15.85912845
2/5/2019,15.84753127
2/6/2019,15.6641252
2/7/2019,15.7353149
2/8/2019,15.82617955
2/9/2019,15.82776981
2/10/2019,15.82923547
2/11/2019,15.70465501
2/12/2019,15.7096444
2/13/2019,15.58630964
2/14/2019,15.62119371
2/15/2019,15.77952991
2/16/2019,15.78179584
2/17/2019,15.78677124
2/18/2019,15.81183834
2/19/2019,15.97664659
2/20/2019,16.06425171
2/21/2019,15.83626153
2/22/2019,15.91850602
2/23/2019,15.91975932
2/24/2019,15.92426674
2/25/2019,15.89532281
2/26/2019,15.93265126
2/27/2019,15.7503163
2/28/2019,15.61447738
3/1/2019,15.20701177
3/2/2019,15.20694507
3/3/2019,15.23251753
3/4/2019,15.08442131
3/5/2019,15.13892046
3/6/2019,15.08339553
3/7/2019,15.03502225
3/8/2019,15.32960832
3/9/2019,15.33943132
3/10/2019,15.32677684
3/11/2019,15.31299365
3/12/2019,15.44398051
3/13/2019,15.45151974
3/14/2019,15.18464123
3/15/2019,15.28871682
3/16/2019,15.29423118
3/17/2019,15.27058989
3/18/2019,15.37465108
3/19/2019,15.36567701
3/20/2019,15.49059549
3/21/2019,15.46248045
3/22/2019,15.42892808
3/23/2019,15.43600183
3/24/2019,15.41120327
3/25/2019,15.53497356
3/26/2019,15.43435582
3/27/2019,15.28333874
3/28/2019,15.02956075
3/29/2019,15.13532811
3/30/2019,15.13549217
3/31/2019,15.14106208
4/1/2019,15.10167019
4/2/2019,15.11502502
4/3/2019,15.14681134
4/4/2019,15.15014076
4/5/2019,15.09696499
4/6/2019,15.1054618
4/7/2019,15.12448815
4/8/2019,15.24685364
4/9/2019,15.22261755
4/10/2019,15.22499888
4/11/2019,14.96631468
4/12/2019,14.9712894
4/13/2019,14.98195685
4/14/2019,14.97170161
4/15/2019,15.01351469
4/16/2019,14.99544609
4/17/2019,14.99130232
4/18/2019,14.99645928
4/19/2019,14.97971175
4/20/2019,15.00469197
4/21/2019,15.02626102
4/22/2019,15.00081423
4/23/2019,14.82398693
4/24/2019,14.92777653
4/25/2019,14.9503236
4/26/2019,15.0716459
4/27/2019,15.07747561
4/28/2019,15.06034643
4/29/2019,14.92183718
4/30/2019,14.94397483
5/1/2019,14.68683766
5/2/2019,14.62635168
5/3/2019,14.92963105
5/4/2019,14.93194765
5/5/2019,14.92328165
5/6/2019,14.91632731
5/7/2019,14.91179302
5/8/2019,14.8428178
5/9/2019,14.76599108
5/10/2019,14.76997462
5/11/2019,14.77998223
5/12/2019,14.75724081
5/13/2019,14.78244713
5/14/2019,14.79719354
5/15/2019,14.79112329
5/16/2019,14.54846776
5/17/2019,14.40700042
5/18/2019,14.41551571
5/19/2019,14.44448914
5/20/2019,14.46934694
5/21/2019,14.454405
5/22/2019,14.45082274
5/23/2019,14.59799084
5/24/2019,14.56448062
5/25/2019,14.56672196
5/26/2019,14.57584864
5/27/2019,14.59250035
5/28/2019,14.35498205
5/29/2019,14.41599979
5/30/2019,14.52512519
5/31/2019,14.57730978
6/1/2019,14.58096742
6/2/2019,14.62402758
6/3/2019,14.77799061
6/4/2019,14.81965325
6/5/2019,14.8060348
6/6/2019,14.86601282
6/7/2019,15.00865619
6/8/2019,15.0180017
6/9/2019,14.98475638
6/10/2019,14.69824762
6/11/2019,14.73794527
6/12/2019,14.76549906
6/13/2019,14.92200834
6/14/2019,14.86863298
6/15/2019,14.86794956
6/16/2019,14.82724444
6/17/2019,14.8366517
6/18/2019,15.00666732
6/19/2019,15.13797022
6/20/2019,15.44883874
6/21/2019,15.33915315
6/22/2019,15.3331867
6/23/2019,15.41401465
6/24/2019,15.45959251
6/25/2019,15.33197397
6/26/2019,15.27748746
6/27/2019,15.26845082
6/28/2019,15.31282073
6/29/2019,15.31548247
6/30/2019,15.1941347
7/1/2019,15.14518183
7/2/2019,15.35907405
7/3/2019,15.30552373
7/4/2019,15.308287
7/5/2019,14.99045204
7/6/2019,15.00069903
7/7/2019,14.98146979
7/8/2019,15.01997278
7/9/2019,15.100504
7/10/2019,15.26749973
7/11/2019,15.11797202
7/12/2019,15.21730466
7/13/2019,15.22095963
7/14/2019,15.23093757
7/15/2019,15.39063743
7/16/2019,15.55488391
7/17/2019,15.9484904
7/18/2019,16.32865684
7/19/2019,16.20779001
7/20/2019,16.20918537
7/21/2019,16.20820279
7/22/2019,16.33895619
7/23/2019,16.36934341
7/24/2019,16.6043243
7/25/2019,16.42094009
7/26/2019,16.38569205
7/27/2019,16.38478823
7/28/2019,16.3800365
7/29/2019,16.4440569
7/30/2019,16.56726354
7/31/2019,16.25957281
8/1/2019,16.31434988
8/2/2019,16.2039201
8/3/2019,16.20088186
8/4/2019,16.18968744
8/5/2019,16.46512325
8/6/2019,16.47011447
8/7/2019,17.10242289
8/8/2019,16.98186829
8/9/2019,16.96114827
8/10/2019,16.97174222
8/11/2019,17.00988504
