Date,Value (USD per troy ounce)
2019-08-04,845.4943606
2019-08-05,854.9226441
2019-08-06,848.9897648
2019-08-07,863.7432844
2019-08-08,863.9812505
2019-08-09,860.2911465
2019-08-10,861.5861802
2019-08-11,861.489688
2019-08-12,855.5891581
2019-08-13,853.6141673
2019-08-14,842.7411352
2019-08-15,838.9945034
2019-08-16,847.3884634
2019-08-17,850.2967536
2019-08-18,850.4920096
2019-08-19,851.0599952
2019-08-20,848.9227202
2019-08-21,853.1197997
2019-08-22,857.6486576
2019-08-23,855.6959108
2019-08-24,857.8021394
2019-08-25,861.489688
2019-08-26,855.7465319
2019-08-27,866.4879973
2019-08-28,899.7453721
2019-08-29,916.7077144
2019-08-30,931.8134496
2019-08-31,932.8793321
2019-09-01,937.2246902
2019-09-02,929.7361458
2019-09-03,959.3689002
2019-09-04,986.4944862
2019-09-05,958.6816189
2019-09-06,950.1384048
2019-09-07,950.5070955
2019-09-08,946.9876323
2019-09-09,945.120103
2019-09-10,931.3719318
2019-09-11,945.0310775
2019-09-12,950.9230821
2019-09-13,948.5166773
2019-09-14,948.8836384
2019-09-15,956.992746
2019-09-16,936.6592916
2019-09-17,941.4088825
2019-09-18,928.1346095
2019-09-19,937.9957341
2019-09-20,945.8716072
2019-09-21,945.9932456
2019-09-22,949.9924001
2019-09-23,957.7479533
2019-09-24,954.4088697
2019-09-25,926.8625312
2019-09-26,929.995164
2019-09-27,930.9106093
2019-09-28,931.2114129
2019-09-29,931.8361832
2019-09-30,897.7801653
2019-10-01,899.2472131
2019-10-02,887.7834663
2019-10-03,889.7707595
2019-10-04,878.4909482
2019-10-05,880.4909618
2019-10-06,881.2358451
2019-10-07,877.2424959
2019-10-08,890.2693163
2019-10-09,891.6229916
2019-10-10,899.3704279
2019-10-11,892.2608044
2019-10-12,895.0387999
2019-10-13,892.4905842
2019-10-14,893.7345873
2019-10-15,897.2342026
2019-10-16,884.9898865
2019-10-17,887.6193761
2019-10-18,888.2456441
2019-10-19,887.4925672
2019-10-20,888.7229939
2019-10-21,887.8695139
2019-10-22,891.7446692
2019-10-23,901.5562857
2019-10-24,923.5256237
2019-10-25,898.6742627
2019-10-26,872.6841145
2019-10-27,927.4975189
2019-10-28,918.2943405
2019-10-29,920.4981736
2019-10-30,926.1141011
2019-10-31,933.2400334
2019-11-01,948.4865333
2019-11-02,950.9861727
2019-11-03,951.4928923
2019-11-04,935.5762188
2019-11-05,929.0702932
2019-11-06,929.0798808
2019-11-07,908.9952485
2019-11-08,887.4085064
2019-11-09,888.1783462
2019-11-10,888.9837138
2019-11-11,875.2974702
2019-11-12,870.3235295
2019-11-13,874.1612715
2019-11-14,880.8921869
2019-11-15,890.1831041
2019-11-16,890.9876598
2019-11-17,891.9890464
2019-11-18,894.4074886
2019-11-19,910.8690412
2019-11-20,917.405651
2019-11-21,915.051674
2019-11-22,891.3182672
2019-11-23,891.5516565
2019-11-24,891.9890464
2019-11-25,896.7494692
2019-11-26,907.576983
2019-11-27,895.4624554
2019-11-28,892.9973996
2019-11-29,898.002045
2019-11-30,895.9931188
2019-12-01,897.4968812
2019-12-02,898.0316385
2019-12-03,909.8453907
2019-12-04,896.3763638
2019-12-05,896.7454947
2019-12-06,895.799694
2019-12-07,895.7683901
2019-12-08,896.4911337
2019-12-09,895.0054951
2019-12-10,920.3018808
2019-12-11,939.1881138
2019-12-12,943.8324916
2019-12-13,927.9340577
2019-12-14,927.9881218
2019-12-15,925.9945181
2019-12-16,928.8181314
2019-12-17,927.6181077
2019-12-18,935.2599968
2019-12-19,934.39264
2019-12-20,909.3933084
2019-12-21,909.403322
2019-12-22,916.4894787
2019-12-23,935.2027892
2019-12-24,942.1127782
2019-12-25,941.1950314
2019-12-26,948.0459364
2019-12-27,945.3220616
2019-12-28,945.8948165
2019-12-29,948.9916963
2019-12-30,957.8668351
2019-12-31,963.74347
2020-01-01,963.9940514
2020-01-02,971.9690821
2020-01-03,980.5527475
2020-01-04,980.632508
2020-01-05,982.4919927
2020-01-06,963.2094451
2020-01-07,971.1288584
2020-01-08,954.8217763
2020-01-09,967.9578715
2020-01-10,979.0110919
2020-01-11,979.9886321
2020-01-12,976.9822971
2020-01-13,974.3760136
2020-01-14,983.4397627
2020-01-15,1022.409015
2020-01-16,1006.49883
2020-01-17,1020.367416
2020-01-18,1021.458816
2020-01-19,1027.48523
2020-01-20,1019.037359
2020-01-21,998.9809781
2020-01-22,1015.414998
2020-01-23,1004.226584
2020-01-24,1003.82344
2020-01-25,1004.959016
2020-01-26,1004.227799
2020-01-27,985.2091557
2020-01-28,987.3002301
2020-01-29,977.0578272
2020-01-30,978.5135737
2020-01-31,958.6724428
2020-02-01,959.4252646
2020-02-02,965.9875774
2020-02-03,967.6203845
2020-02-04,964.2243259
2020-02-05,982.5841833
2020-02-06,963.9597725
2020-02-07,965.512698
2020-02-08,966.2395888
2020-02-09,967.4828997
2020-02-10,961.9285103
2020-02-11,969.6607274
2020-02-12,961.6884462
2020-02-13,968.8529314
2020-02-14,964.3001627
2020-02-15,964.3010649
2020-02-16,967.4922601
2020-02-17,969.2217127
2020-02-18,992.5677515
2020-02-19,1007.186984
2020-02-20,980.3432231
2020-02-21,974.6873398
2020-02-22,975.981105
2020-02-23,976.4766769
2020-02-24,964.6273366
2020-02-25,929.9143393
2020-02-26,910.9052022
2020-02-27,900.9165481
2020-02-28,865.0031919
2020-02-29,866.4159836
2020-03-01,866.4159836
2020-03-02,864.885251
2020-03-03,877.3678659
2020-03-04,874.9590414
2020-03-05,867.8088023
2020-03-06,903.7545396
2020-03-07,903.7455811
2020-03-08,899.4827974
2020-03-09,867.1172771
2020-03-10,871.1749363
2020-03-11,861.9806348
2020-03-12,763.5069234
2020-03-13,761.1747196
2020-03-14,760.849717
2020-03-15,757.966225
2020-03-16,664.6544326
2020-03-17,665.586153
2020-03-18,633.777617
2020-03-19,591.4603592
2020-03-20,611.8619452
2020-03-21,612.7263258
2020-03-22,606.9950105
2020-03-23,650.6392037
2020-03-24,720.9910915
2020-03-25,736.4827053
2020-03-26,739.1081867
2020-03-27,743.926465
2020-03-28,746.4803452
2020-03-29,746.49149
2020-03-30,725.8303128
2020-03-31,723.3632
2020-04-01,721.4905022
2020-04-02,728.5090545
2020-04-03,722.8345097
2020-04-04,725.1841968
2020-04-05,725.9897055
2020-04-06,741.5996624
2020-04-07,736.1371327
2020-04-08,732.39401
2020-04-09,748.4208172
2020-04-10,749.8268589
2020-04-11,751.3599615
2020-04-12,748.9963449
2020-04-13,750.3532203
2020-04-14,777.1761805
2020-04-15,778.449337
2020-04-16,785.217586
2020-04-17,775.4623604
2020-04-18,775.6748371
2020-04-19,772.2186614
2020-04-20,772.4981543
2020-04-21,750.2240335
2020-04-22,756.9746415
2020-04-23,757.7753747
2020-04-24,763.3580672
2020-04-25,767.0005676
2020-04-26,766.9652718
2020-04-27,759.9940423
2020-04-28,773.8920211
2020-04-29,777.0566559
2020-04-30,773.9475514
2020-05-01,761.8679628
2020-05-02,763.492827
2020-05-03,753.9942847
2020-05-04,767.6177789
2020-05-05,765.9479408
2020-05-06,751.0752232
2020-05-07,765.2541515
2020-05-08,767.4295248
2020-05-09,769.6215001
2020-05-10,773.9997988
2020-05-11,759.0716482
2020-05-12,754.6695336
2020-05-13,758.5683253
2020-05-14,770.8736448
2020-05-15,799.2446077
2020-05-16,800.4931038
2020-05-17,767.9252962
2020-05-18,817.750098
2020-05-19,835.0065521
2020-05-20,846.097618
2020-05-21,836.0918967
2020-05-22,837.5522921
2020-05-23,835.3660574
2020-05-24,835.7221057
2020-05-25,842.8464261
2020-05-26,835.0577398
2020-05-27,828.6277214
2020-05-28,831.8216614
2020-05-29,838.496541
2020-05-30,838.7432271
2020-05-31,840.0396499
2020-06-01,849.070834
2020-06-02,844.0312552
2020-06-03,830.5152517
2020-06-04,839.513486
2020-06-05,827.0983049
2020-06-06,818.3841823
2020-06-07,821.4901832
2020-06-08,836.9283532
2020-06-09,837.3208512
2020-06-10,833.1450414
2020-06-11,809.8485688
2020-06-12,808.2653445
2020-06-13,811.0497417
2020-06-14,806.4906366
2020-06-15,821.1306846
2020-06-16,823.8787937
2020-06-17,820.6249654
2020-06-18,807.2768156
2020-06-19,807.4756325
2020-06-20,809.4609799
2020-06-21,811.9848971
2020-06-22,825.1829286
2020-06-23,830.7474955
2020-06-24,801.4495669
2020-06-25,806.5284486
2020-06-26,797.682156
2020-06-27,804.498757
2020-06-28,804.9909439
2020-06-29,812.0372168
2020-06-30,823.1137703
2020-07-01,819.4288125
2020-07-02,807.4572422
2020-07-03,804.8890834
2020-07-04,809.9920621
2020-07-05,813.9941881
2020-07-06,818.8240554
2020-07-07,838.6155156
2020-07-08,847.5238929
2020-07-09,835.9154424
2020-07-10,820.7455663
2020-07-11,826.9862141
2020-07-12,827.4926146
2020-07-13,829.9036348
2020-07-14,830.2927843
2020-07-15,834.7615116
2020-07-16,825.8160287
2020-07-17,839.1171502
2020-07-18,840.237283
2020-07-19,841.495843
2020-07-20,846.6819412
2020-07-21,887.8510717
2020-07-22,923.9629222
2020-07-23,908.6425443
2020-07-24,915.9820596
2020-07-25,917.7342976
2020-07-26,929.9903281
2020-07-27,955.3081442
2020-07-28,949.56481
2020-07-29,925.3747117
2020-07-30,906.5664727
2020-07-31,906.7515591
2020-08-01,906.5032543
2020-08-02,907.9930629
2020-08-03,920.6424742
2020-08-04,938.975548
2020-08-05,968.3784599
2020-08-06,1000.41874
2020-08-07,963.4312942
2020-08-08,965.1484881
2020-08-09,968.9922481
2020-08-10,988.8067854
2020-08-11,928.7865156
2020-08-12,932.354659
2020-08-13,960.1143801
2020-08-14,940.6956895
2020-08-15,945.4387308
2020-08-16,943.9929012
2020-08-17,951.5161349
2020-08-18,958.8518872
2020-08-19,932.9479352
2020-08-20,921.1199035
2020-08-21,920.3054045
2020-08-22,922.1179204
2020-08-23,919.4894994
2020-08-24,918.6590666
2020-08-25,929.7401627
2020-08-26,932.1541194
2020-08-27,927.1208748
2020-08-28,931.0710174
2020-08-29,931.1420457
2020-08-30,939.9909761
2020-08-31,930.7876478
2020-09-01,944.1078689
2020-09-02,907.7970298
2020-09-03,891.0587943
2020-09-04,901.5575821
2020-09-05,908.7274181
2020-09-06,903.9874888
2020-09-07,911.4361389
2020-09-08,902.7270895
2020-09-09,920.1914876
2020-09-10,927.0870239
2020-09-11,927.9402948
2020-09-12,930.8993419
2020-09-13,936.4961931
2020-09-14,957.8090124
2020-09-15,975.8414242
2020-09-16,969.3587184
2020-09-17,938.8802913
2020-09-18,930.311699
